1000
1.230890	1.533470	1.396240
0.809306	1.065480	0.545806
0.937927	0.527560	0.869676
0.918681	0.624481	0.403215
0.324463	0.389586	1.171190
0.192133	0.774488	1.102140
0.710799	0.642009	0.832271
0.667078	1.121210	0.783959
0.514528	0.945934	0.886952
0.231667	1.311710	0.676298
0.360901	0.438638	1.172440
0.497482	0.531712	0.263595
0.440939	0.468725	0.340447
0.542012	0.562067	1.016680
0.554841	1.107730	1.211040
0.575580	0.952744	0.709018
1.230300	0.629269	0.848784
0.795951	0.594588	1.146010
0.036362	0.484298	0.884051
1.041650	0.793122	0.729814
0.819744	0.466634	0.281821
0.205636	1.309700	0.547636
0.918456	0.319648	0.555339
0.115743	0.669561	0.761238
0.797050	0.745808	0.871014
0.570402	0.457663	0.290878
0.186287	0.747226	0.197255
0.560018	1.272980	0.644374
0.527941	0.877334	0.453600
0.339885	0.365840	0.757470
0.376185	0.725134	1.249740
0.379925	1.376180	0.493518
0.296503	0.404439	0.840489
0.641910	0.540681	1.138490
0.629220	0.543512	0.830273
0.431453	1.125190	0.772012
0.619075	1.233800	0.900469
0.613954	1.112300	1.072480
0.454615	1.095300	0.608289
0.794440	0.916794	1.140390
0.818871	0.339685	0.461464
0.917742	0.478197	0.611053
0.283273	1.060260	1.228950
0.561529	0.951153	0.458123
0.428335	1.207290	0.582232
1.115910	0.814713	0.921340
0.591857	0.718481	1.058820
0.922079	0.610365	0.713149
0.599960	0.666072	1.339040
0.363276	0.343619	1.123620
0.669109	0.244146	0.758699
0.471767	1.194290	1.113350
0.270436	0.235302	0.777663
0.438926	0.195650	0.540627
0.815709	0.349405	0.691122
0.773719	0.404557	0.529559
0.811047	0.456255	1.095140
0.334624	0.845186	1.019070
0.990889	0.526957	0.945789
0.348340	1.356960	0.981375
0.586577	0.460803	1.261290
0.505826	0.627452	0.302274
0.492005	1.195140	1.091930
0.595304	0.112453	0.895810
0.498363	0.313805	1.170090
0.395086	0.503285	0.982778
0.777178	1.339070	0.864642
1.105170	1.022910	0.974459
0.130821	0.468651	0.502576
0.765686	0.977650	0.644002
0.367599	0.708975	1.346170
0.529588	1.166510	0.379916
0.756775	0.202945	0.550084
0.701915	0.700300	0.522251
0.535020	0.548449	0.740578
0.917971	1.063860	0.796870
1.206850	0.660466	0.786638
0.406861	0.754703	0.410497
0.704888	0.693342	0.554362
0.734258	0.843750	0.864260
0.399854	1.458420	0.793255
0.401689	1.129040	0.507374
0.843344	0.765396	0.687576
0.348023	1.235090	0.407932
0.509644	1.064850	0.861325
0.132755	0.383903	0.313425
0.246927	0.475460	1.161510
0.915652	0.996848	0.797168
0.753585	0.944821	1.167270
0.388934	1.220590	0.304696
0.895914	0.900284	0.117288
0.882104	0.763047	0.375629
0.472466	1.078980	0.909977
0.956358	0.704764	1.315690
0.584722	0.590886	0.795544
0.895451	0.835909	1.058310
0.097821	0.528987	0.724112
0.669845	0.859912	0.913830
0.456063	0.644256	1.175760
0.914647	0.557895	0.311431
0.926850	0.589760	0.341551
0.480942	0.085270	0.363003
0.690167	0.616618	0.786758
0.752143	0.408635	0.495037
0.387307	1.372900	1.028050
0.658829	0.390050	0.652569
0.758880	0.286991	0.991299
0.432328	0.147547	0.576782
0.294669	0.402257	0.892764
0.470232	0.412071	0.902378
0.824705	0.886585	1.070090
0.429461	1.261980	0.551811
0.739714	0.823291	0.752007
0.520227	0.746443	1.137070
0.807025	0.898732	0.651044
0.967582	0.454824	0.871605
0.288810	1.221820	0.604441
0.858576	0.606403	0.884176
0.751258	0.573572	1.193080
0.228946	0.219058	0.536330
0.280565	1.041330	0.817241
0.940996	0.662082	1.060460
1.059460	0.877433	0.655762
0.325132	0.952404	0.673023
0.572604	0.416003	1.105990
0.289470	1.051640	0.461708
0.190906	1.371380	0.483752
0.542574	0.189458	0.687377
1.015110	0.480534	1.104230
0.535440	1.508350	0.636539
0.531258	0.339511	0.202937
0.825252	0.694921	0.975613
0.525858	0.924129	0.712851
0.610794	1.114000	0.795096
0.331018	1.323540	0.948305
0.450252	0.482795	0.961573
0.710070	1.053670	0.807967
0.810382	0.226498	0.891306
0.825344	1.261210	0.704916
0.772346	0.880472	1.222640
0.851138	0.637673	1.075020
0.729175	1.289000	0.620007
0.116405	0.914572	0.497156
0.898398	0.238699	0.972913
0.528257	0.996363	1.220100
0.410088	1.067100	0.726201
0.923039	0.704228	0.375788
0.789381	0.959455	1.077140
0.743929	0.665541	0.888327
0.363605	0.644627	0.360722
1.135380	0.655288	0.394116
0.643743	0.979159	0.806108
0.214591	1.416150	0.758541
0.414111	1.142710	0.673558
0.879314	0.794804	0.677211
0.339419	0.608828	1.142560
0.839579	0.559123	0.396176
1.174330	0.982643	0.688472
0.888739	0.872784	0.406121
0.382150	0.918192	1.207760
0.523175	0.335418	0.840980
0.354479	0.914816	0.698288
0.508150	0.434899	0.376047
0.632735	1.203650	1.027290
0.835419	0.605456	1.095490
0.455933	0.936126	0.923262
0.293475	0.940072	0.134239
0.593519	1.223450	0.870125
0.826862	0.942995	0.514743
0.524243	0.951021	0.365817
0.722238	1.065470	0.582787
0.647361	0.687165	1.017790
0.881040	0.844343	0.542371
0.908169	0.911890	0.167146
0.549341	0.251404	0.333236
0.391668	0.708291	0.876436
0.712758	0.213356	1.038660
0.222026	0.529374	1.195540
0.530861	1.023980	0.856800
0.711295	1.431130	0.650727
0.667977	0.400542	1.029980
0.296973	0.410477	1.137310
0.345899	0.969590	0.442852
0.466800	0.185022	1.121190
0.908976	0.600940	0.970178
0.706440	0.366852	0.574142
0.750093	0.650440	0.513831
0.625387	0.354329	1.232130
1.060030	0.436035	0.663085
1.085330	0.254738	0.882288
0.926455	0.894568	1.048570
0.478009	0.248047	1.055330
0.647728	1.358920	0.809871
0.781676	0.341610	0.476781
0.550047	0.405408	0.830480
0.429669	0.596610	0.903970
0.980039	0.433885	0.904484
0.980634	0.491564	0.344163
0.588530	0.386180	0.856804
0.522373	0.110796	1.016450
0.772814	1.114070	0.846296
0.617107	0.791234	1.195700
0.522293	1.368540	0.575777
0.005241	0.803286	0.615914
0.775137	0.673606	0.226247
0.850153	1.292630	0.892782
0.844590	0.447617	0.958620
0.557950	0.366313	0.890066
0.700213	0.190572	0.943640
1.185730	0.639050	0.913400
0.575080	1.095670	0.886427
